rank,image_index,image_path,original_label,final_elo_score
613,754,064A04.JPG,4,1067.9310349530274
614,783,063A09.JPG,9,1049.9138057082203
615,473,040A16.JPG,16,1720.8004479059273
616,944,063A08.JPG,8,1645.8579216055507
617,198,054A13.JPG,13,1929.4210092181004
618,86,038A10.JPG,10,1912.2093670257245
619,638,053A06.JPG,6,1544.6081566600783
620,771,078A12.JPG,12,1862.6662749175944
621,580,016A10.JPG,10,1454.4570502315555
622,166,011A05.JPG,5,1965.2339110298938
623,336,027A13.JPG,13,1418.3403801846398
624,541,009A11.JPG,11,1942.2654594518608
625,242,015A09.JPG,9,1875.2845843463733
626,141,076A09.JPG,9,1782.7943325202205
627,943,042A12.JPG,12,1846.5913500713345
628,334,026A15.JPG,15,1477.6091694417833
629,420,068A10a.JPG,10,1769.1753639313192
630,331,036A11.JPG,11,1630.9955915001067
631,972,079A09.JPG,9,1733.667484898689
632,903,025A19.JPG,19,1816.618824794359
633,442,066A06b.JPG,6,1116.5298040244766
634,189,047A05.JPG,5,1732.8907366512583
635,590,037A04.JPG,4,1729.8819702296692
636,695,045A06.JPG,6,1981.4771237145735
637,663,044A03.JPG,3,1946.8393195230908
638,668,065A04.JPG,4,1568.069616534052
639,287,060A02.JPG,2,1697.2733673720065
640,26,035A07.JPG,7,1812.1209514410764
641,254,017A07.JPG,7,1713.3476505948233
642,781,065A06b.JPG,6,1847.3460238667567
643,882,057A07.JPG,7,1804.855598001317
644,920,079A05.JPG,5,1757.4895132622337
645,547,040A07.JPG,7,1919.2392410289767
646,322,015A04.JPG,4,1752.8496760735206
647,785,072A07.JPG,7,1671.7857671420886
648,312,072A11.JPG,11,1897.819475589042
649,194,049A06.JPG,6,1881.5300102555163
650,570,020A13.JPG,13,1966.6080990391038
651,749,077A03.JPG,3,1881.956842476277
652,971,065A03a.JPG,3,1798.6166273547094
653,210,069A09.JPG,9,1804.068951423697
654,809,075A10.JPG,10,1650.381722558806
655,510,080A07.JPG,7,1630.3338477377672
656,259,033A14.JPG,14,1903.294856102004
657,835,075A07.JPG,7,1866.2035618485443
658,19,073A04.JPG,4,1724.1099434198688
659,471,050A06.JPG,6,1914.5998511512132
660,1000,014A14.JPG,14,1660.437264953332
661,768,057A06.JPG,6,1975.2654499735806
662,992,044A05.JPG,5,1726.7457731234429
663,35,016A04.JPG,4,1928.4732568774045
664,684,074A04.JPG,4,1688.6399897395875
665,757,032A08.JPG,8,1726.8990324752094
666,371,036A13.JPG,13,1779.6101138877818
667,938,057A12.JPG,12,1652.6206715824862
668,688,076A06.JPG,6,1705.9994160950089
669,220,074A14.JPG,14,1688.4405150130294
670,791,031A11.JPG,11,1892.509903318332
671,269,065A06a.JPG,6,1930.7548860892812
672,173,073A09.JPG,9,1704.0687929307342
673,409,076A03.JPG,3,1770.9053609603575
674,283,037A11.JPG,11,1910.4186818202752
675,708,058A03.JPG,3,1911.3656766294357
676,398,065A13.JPG,13,1733.897934583299
677,646,070A08.JPG,8,1725.6203340631853
678,891,077A11.JPG,11,1552.8062533772643
679,289,053A02.JPG,2,1577.8196270228598
680,544,060A12.JPG,12,1517.139762343646
681,507,081A04.JPG,4,1937.6981071214338
682,111,059A12.JPG,12,1873.2005000464003
683,66,076A14.JPG,14,1644.4393999774268
684,839,001A05.JPG,5,1510.2093400028787
685,201,075A05.JPG,5,1678.3996470006023
686,524,034A15.JPG,15,1919.9914951094174
687,65,045A08.JPG,8,1926.7780350703983
688,347,002A04.JPG,4,1484.1489900181
689,16,068A04.JPG,4,1677.5859192053376
690,968,073A11.JPG,11,1699.5762222714145
691,163,080A09.JPG,9,1853.1269641115584
692,801,060A11.JPG,11,1136.9250257163294
693,325,055A08.JPG,8,1660.2602368343867
694,813,040A03a.JPG,3,1894.1105139622257
695,543,002A05.JPG,5,1156.547394172301
696,226,035A09.JPG,9,1689.550702661316
697,337,060A08.JPG,8,1428.0562233298813
698,485,010A07a.JPG,7,1911.8885256627102
699,464,057A05.JPG,5,1930.4500680003036
700,861,001A10.JPG,10,1820.9964037982854
701,875,049A07.JPG,7,1859.324203233837
702,9,034A13.JPG,13,1924.3120673982323
703,888,025A15.JPG,15,1574.0717819988774
704,445,042A06.JPG,6,1094.2377844757455
705,309,012A12.JPG,12,1762.7669510639448
706,273,047A15.JPG,15,1450.2327281596504
707,591,010A12.JPG,12,1734.742644721001
708,129,078A10.JPG,10,1521.9873510072189
709,887,037A08.JPG,8,1673.788837962224
710,357,016A08.JPG,8,1846.944459894131
711,659,076A11.JPG,11,1096.5808058836703
712,692,036A06.JPG,6,1710.9794611211098
713,50,053A08.JPG,8,1091.2327729360204
714,342,019A05.JPG,5,1824.1510724125162
715,135,029A11.JPG,11,1901.5410336469388
716,847,010A09.JPG,9,1791.892559908235
717,925,020A04.JPG,4,1816.332839445999
718,940,036A03.JPG,3,1755.8455826918082
719,207,047A06.JPG,6,1705.5368394765978
720,335,069A13.JPG,13,1609.5540400454106
721,488,028A20.JPG,20,1706.6250842095344
722,976,031A06.JPG,6,1939.354903807934
723,154,060A04.JPG,4,1939.7695651045142
724,666,049A10.JPG,10,1630.2068508520501
725,303,081A11.JPG,11,1755.5719687142307
726,994,055A12.JPG,12,1575.9690049779142
727,653,060A19.JPG,19,1934.0418992343632
728,268,018A06.JPG,6,1844.2704456005652
729,802,079A08.JPG,8,1876.1063798973441
730,862,026A17.JPG,17,1742.8672908086269
731,733,077A08.JPG,8,1874.5311392693466
732,187,031A09.JPG,9,1868.161643381081
733,18,078A02.JPG,2,1706.2045106660714
734,56,080A04.JPG,4,1649.0350003132457
735,379,016A07.JPG,7,1791.5135607670325
736,179,027A16.JPG,16,1442.7633628216631
737,615,056A06.JPG,6,1949.1072172591473
738,897,074A06.JPG,6,1797.058654200302
739,509,069A03.JPG,3,1943.4650082423925
740,789,023A07.JPG,7,1778.3754955840548
741,399,016A05.JPG,5,1861.0384475809994
742,57,032A06.JPG,6,1057.831357136823
743,286,073A06.JPG,6,1468.8795532350393
744,682,002A12.JPG,12,1720.813277723445
745,751,074A03.JPG,3,1625.443813896458
746,272,037A06.JPG,6,1458.321503458326
747,527,060A06.JPG,6,1943.6350778058043
748,437,079A07.JPG,7,1580.6664244072017
749,918,031A07.JPG,7,1832.8176413972187
750,958,041A06.JPG,6,1684.5158212603703
751,848,066A04.JPG,4,1166.5815667841107
752,223,073A07.JPG,7,1643.92989117106
753,447,062A18.JPG,18,1972.0540847772731
754,307,039A10.JPG,10,1736.6760228169383
755,542,079A06.JPG,6,1698.5472647004603
756,278,068A09.JPG,9,1879.8599987318685
757,901,036A08.JPG,8,1754.6391035398215
758,545,080A10.JPG,10,1678.1881145186048
759,112,040A05.JPG,5,1173.3865607911678
760,369,035A14.JPG,14,1606.6695641359233
761,306,061A10.JPG,10,1845.4198591773902
762,359,047A09.JPG,9,1872.3876737214093
763,332,010A06.JPG,6,1029.163741440342
764,193,054A16.JPG,16,1741.2823529019922
765,952,020A08.JPG,8,1909.8290732570565
766,24,033A10.JPG,10,1977.8076379289528
767,469,074A11.JPG,11,1628.4267805798854
768,311,081A12.JPG,12,1884.6080626962203
769,208,052A04.JPG,4,1679.9066621485722
770,89,043A13.JPG,13,1452.2381795318834
771,300,078A03.JPG,3,1735.0911910451819
772,397,076A05.JPG,5,1695.4762505477727
773,59,058A01.JPG,1,1138.5685389780394
774,874,059A16.JPG,16,1719.5828677196541
775,572,070A05.JPG,5,1483.5965821796287
776,546,031A12.JPG,12,1794.1257526099048
777,936,042A05.JPG,5,1889.123370623371
778,577,061A04.JPG,4,1868.458995006204
779,583,009A14.JPG,14,1752.9980389317955
780,629,021A03.JPG,3,1951.5404539304564
781,459,048A09.JPG,9,1926.8029486278206
782,144,021A11.JPG,11,1686.5463749401413
783,654,054A06.JPG,6,1430.8647628649187
784,723,078A05.JPG,5,1698.252457700273
785,871,015A05.JPG,5,1794.701378985441
786,412,073A12.JPG,12,1685.4851645371575
787,402,011A11.JPG,11,1531.2370966716846
788,142,069A05.JPG,5,1938.1802433873995
789,766,070A09.JPG,9,1628.1842767916248
790,788,073A05.JPG,5,1645.5534685835294
791,927,069A06.JPG,6,1729.00445414022
792,130,067A04.JPG,4,1676.7795052735726
793,956,078A07.JPG,7,1810.1474496363414
794,744,030A07.JPG,7,1885.9773257150052
795,803,010A05.JPG,5,1700.1427637522313
796,251,038A08.JPG,8,1918.6879679174056
797,1,030A10.JPG,10,1568.4169125547237
798,963,012A07.JPG,7,1456.327257001267
799,247,011A07.JPG,7,1840.545553147209
800,391,081A03.JPG,3,1849.8592177487672
801,148,077A02.JPG,2,1707.9430707538845
802,937,053A03.JPG,3,1666.6531333561882
803,330,046A08.JPG,8,1650.100299988308
804,69,074A09.JPG,9,1624.7502987916155
805,127,010A04.JPG,4,1794.568520557191
806,114,034A04.JPG,4,1764.8738696916819
807,358,074A07.JPG,7,1828.406902979793
808,23,031A03.JPG,3,1538.3331358490925
809,868,079A03.JPG,3,1729.4375349872644
810,830,054A04.JPG,4,1683.7844519243995
811,518,041A13.JPG,13,1925.5770261311984
812,719,074A05.JPG,5,1704.0512739592368
813,993,020A02.JPG,2,1531.1498551345492
814,517,079A10.JPG,10,1665.6813599186512
815,845,002A07.JPG,7,1837.8747288314205
816,759,056A10.JPG,10,1882.188951904016
817,965,065A07a.JPG,7,1856.0917062312867
818,427,036A05.JPG,5,1805.102166357051
819,92,043A03.JPG,3,1832.8563989664433
820,990,055A04.JPG,4,1948.9348369069382
821,221,079A02.JPG,2,1944.2846235313652
822,76,066A06a.JPG,6,1830.3759987171172
823,10,061A06.JPG,6,1773.300318349272
824,45,081A08.JPG,8,1716.8488875376793
825,315,037A01.JPG,1,1977.9565652514093
826,55,071A24.JPG,24,1482.6928537709655
827,11,038A03.JPG,3,1018.4890975933347
828,212,081A02.JPG,2,1415.7176487971788
829,428,071A43.JPG,43,1760.0541137483908
830,747,074A02.JPG,2,1903.9194638268916
831,678,076A02.JPG,2,1609.6875084827036
832,492,006A55.JPG,55,1742.0984674906979
833,983,040A02.JPG,2,1958.2485677004
834,725,082A23.JPG,23,1906.4026194409892
835,266,033A39.JPG,39,1884.113216624069
836,49,022A26.JPG,26,1682.3444605647107
837,836,006A36.JPG,36,1574.7642624209725
838,257,004A37.JPG,37,1771.7967669806067
839,702,011A27.JPG,27,1699.3501001061773
840,472,038A01.JPG,1,1669.4913931046756
841,796,011A20.JPG,20,1864.886171316218
842,637,058A04.JPG,4,1703.6794637718301
843,996,012A24.JPG,24,1876.271174361411
844,293,035A03.JPG,3,1837.0293752544642
845,599,064A03.JPG,3,1886.0922272759199
846,145,074A01.JPG,1,1607.8087019997417
847,980,029A29.JPG,29,1855.7794233325874
848,206,008A30.JPG,30,1658.5457452163944
849,589,073A03.JPG,3,1641.6564451873232
850,584,049A05.JPG,5,1820.4335914764663
851,677,080A03.JPG,3,1765.669619373292
852,118,071A42.JPG,42,1968.7350952030843
853,974,008A29.JPG,29,1779.0175289835727
854,470,009A05.JPG,5,1718.4288833198207
855,893,059A06.JPG,6,1814.5385861657448
856,618,019A30.JPG,30,1108.643215345114
857,807,026A02.JPG,2,1031.3913427254483
858,474,042A01.JPG,1,1162.2712987289449
859,183,078A01.JPG,1,1510.7529469238832
860,786,043A05.JPG,5,1814.4275758087647
861,812,048A30.JPG,30,1102.1851020055833
862,999,006A40.JPG,40,1663.3968911075908
863,74,071A40.JPG,40,1649.8370559753184
864,602,059A03.JPG,3,1727.9217253355316
865,876,053A18.JPG,18,1699.5853579148957
866,5,066A02b.JPG,2,1102.774913353272
867,100,006A31.JPG,31,1812.8475667497876
868,707,053A01.JPG,1,1768.2551464166372
869,339,006A46.JPG,46,1610.6990375773612
870,679,006A51.JPG,51,1865.3008303293154
871,969,033A35.JPG,35,1103.5604877078356
872,302,020A26.JPG,26,1630.1600519931926
873,858,019A23.JPG,23,1483.9315153337404
874,225,006A42.JPG,42,1728.7585561960457
875,683,051A02.JPG,2,1633.3410659478075
876,324,075A02.JPG,2,1662.8841247846449
877,604,046A02.JPG,2,1523.8155761859894
878,569,063A02.JPG,2,1907.2940192557191
879,232,047A20.JPG,20,1786.8335731583516
880,393,036A00.JPG,0,1767.2683087446737
881,180,030A04.JPG,4,1850.750236324883
882,284,011A30.JPG,30,1853.2572956525926
883,611,079A01.JPG,1,1686.3692016427897
884,292,045A28.JPG,28,1817.4940682942695
885,885,008A41.JPG,41,1864.6349598371082
886,125,047A23.JPG,23,1490.1948819283543
887,951,027A36.JPG,36,1768.9568747122103
888,274,019A27.JPG,27,1660.7267640748953
889,687,012A23.JPG,23,1662.7065956367728
890,574,016A01.JPG,1,1898.2990575125446
891,872,043A04.JPG,4,1184.654947719567
892,774,007A01.JPG,1,1671.7065232595655
893,137,040A03b.JPG,3,1857.2782238169234
894,825,023A03.JPG,3,1547.4017311806817
895,271,080A02.JPG,2,1795.886511112294
896,222,001A29.JPG,29,1428.5843359580713
897,627,071A45.JPG,45,1873.033400666219
898,521,081A01.JPG,1,1645.826242617841
899,989,012A32.JPG,32,1887.2360987275135
900,261,056A03.JPG,3,1753.9062053765047
901,528,052A02.JPG,2,1895.2224667999446
902,383,068A00.JPG,0,1639.4536456938367
903,501,008A33.JPG,33,1937.589128034961
904,22,039A50.JPG,50,1691.0371519572543
905,461,045A32.JPG,32,1913.740351374779
906,742,029A05.JPG,5,1835.5959375205691
907,46,022A20.JPG,20,1760.16916742399
908,500,059A04.JPG,4,1741.7073618808954
909,270,006A28.JPG,28,1783.2784264166078
910,745,036A01.JPG,1,1893.8128777170384
911,797,047A33.JPG,33,1744.2526734294308
912,529,041A02.JPG,2,1822.4917790825177
913,620,049A04.JPG,4,1909.8607250869075
914,769,073A02.JPG,2,1850.0487667116126
915,520,022A30.JPG,30,1837.591433190992
916,483,056A02.JPG,2,1945.9306353994975
917,705,073A01.JPG,1,1821.5589172864568
918,460,054A00.JPG,0,1732.2544014236753
919,333,065A02a.JPG,2,1642.8492918852662
920,170,071A18.JPG,18,1918.8126443661251
921,735,022A28.JPG,28,1686.2247361398192
922,101,063A04.JPG,4,1861.5193019662681
923,556,041A00.JPG,0,1956.8903603056306
924,582,011A42.JPG,42,1869.4389320385847
925,327,071A35.JPG,35,1912.7796425897404
926,782,009A03.JPG,3,1658.4459538240897
927,34,071A27.JPG,27,1749.3076892068177
928,895,031A02.JPG,2,1627.1376873552967
929,696,006A67.JPG,67,1872.5150682758076
930,362,004A48.JPG,48,1727.562009164033
931,104,066A02a.JPG,2,1728.6769563505836
932,126,042A28.JPG,28,1151.3468399265357
933,622,008A35.JPG,35,1900.252464414458
934,177,004A28.JPG,28,1734.4387883496333
935,827,032A18.JPG,18,1933.8386365212841
936,17,033A44.JPG,44,1699.0029891810145
937,108,006A61.JPG,61,1632.4864623832343
938,159,052A14.JPG,14,1617.1119264583883
939,73,027A02.JPG,2,1677.5924320249403
940,38,039A07.JPG,7,1108.00263563405
941,288,072A02.JPG,2,1656.095757505664
942,890,009A01.JPG,1,1888.1505254613699
943,248,015A01.JPG,1,1864.2944546340298
944,298,073A00.JPG,0,1693.1304912246376
945,433,063A00.JPG,0,1697.826532984541
946,758,031A00.JPG,0,1738.4883610397176
947,495,075A01.JPG,1,1747.764006467604
948,578,019A00.JPG,0,1932.147075233715
949,353,058A00.JPG,0,1835.251732741284
950,750,034A02.JPG,2,1891.3868694320338
951,857,030A00.JPG,0,1729.2505845251294
952,694,081A00.JPG,0,1487.9427619160863
953,475,022A00.JPG,0,1637.3033712559727
954,931,057A00.JPG,0,1939.4771753798489
955,421,010A01.JPG,1,1951.1865044449207
956,418,033A02.JPG,2,1762.8222632690242
957,772,043A00.JPG,0,1625.5366315327512
958,94,076A00.JPG,0,1882.0528977272024
959,691,059A02a.JPG,2,1642.2918936799292
960,228,074A00.JPG,0,1789.753567830004
961,562,023A00.JPG,0,1960.9606576267088
962,400,050A00.JPG,0,1855.854513304592
963,632,024A00.JPG,0,1912.259509993064
964,451,080A01.JPG,1,1619.3647929962515
965,855,011A02.JPG,2,1935.7783625917568
966,939,078A00.JPG,0,1606.2768862706812
967,29,071A00.JPG,0,1698.6401862677972
968,132,026A00.JPG,0,1739.434028441502
969,870,039A19.JPG,19,1667.2491602210039
970,865,046A01.JPG,1,1513.9343886149304
971,860,070A01.JPG,1,1934.019722575104
972,319,046A00.JPG,0,1684.3998808310225
973,91,014A03.JPG,3,1691.6740909949224
974,710,008A03.JPG,3,1741.6582025220637
975,703,037A00.JPG,0,1549.1991326073194
976,712,013A00.JPG,0,1929.81871398405
977,553,029A01.JPG,1,1654.7676203795222
978,157,080A00.JPG,0,1790.785631714826
979,63,035A00.JPG,0,1832.3107293839969
980,551,069A00.JPG,0,1933.718591846165
981,131,025A00.JPG,0,1561.0356261791771
982,540,064A01.JPG,1,1705.7166687074196
983,326,070A00.JPG,0,1755.7818231046622
984,612,048A00.JPG,0,1577.5570080398488
985,476,035A01.JPG,1,1932.942392314572
986,592,075A00.JPG,0,1758.9460437819623
987,741,076A01.JPG,1,1839.3965142970571
988,588,040A00.JPG,0,1895.5158377493403
989,370,009A00.JPG,0,1703.3016826909525
990,238,053A00.JPG,0,1477.3242679546938
991,613,056A01.JPG,1,1601.4543726888514
992,511,026A04.JPG,4,1913.2839375468839
993,378,019A03.JPG,3,1678.615327750458
994,106,051A00.JPG,0,1608.094289128647
995,4,042A00.JPG,0,1650.682560885352
996,230,077A00.JPG,0,1755.9581229690466
997,410,015A00.JPG,0,1566.328851780481
998,856,079A00.JPG,0,1704.7607040036285
999,762,066A00.JPG,0,1897.718692530964
1000,98,082A00.JPG,0,1530.392872565442
1001,143,038A00.JPG,0,1680.477466865162
1002,826,077A01.JPG,1,1718.8551099630158
